title,link,published,summary
Radicle Recharge: A Study of Health and Wellness Products on Energy Levels and Other Health Outcomes,http://classic.clinicaltrials.gov/ct2/show/NCT06104891?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Energy;   Fatigue<br /><b>Interventions</b>:    Dietary Supplement: Recharge Placebo Control 1;   Dietary Supplement: Recharge Active Study Product 1;   Dietary Supplement: Recharge Active Study Product 2;   Dietary Supplement: Recharge Active Study Product 3<br /><b>Sponsor</b>:    Radicle Science<br /><b>Not yet recruiting</b>
A Study in Adults With Advanced Classical Hodgkin's Lymphoma (cHL) in Brazil Treated With Brentuximab Vedotin Together With Chemotherapy Compared to Chemotherapy Alone,http://classic.clinicaltrials.gov/ct2/show/NCT06104878?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Hodgkin Lymphoma<br /><b>Intervention</b>:    Other: No Intervention<br /><b>Sponsor</b>:    Takeda<br /><b>Not yet recruiting</b>
Tinnitus Sound Therapy Using Mobile Application.,http://classic.clinicaltrials.gov/ct2/show/NCT06104865?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Sount Therapy for Tinnitus Using Mobile Phone Aplication<br /><b>Intervention</b>:    Behavioral: Tinnitus Sound Therapy using (Resound Tinnitus relief) mobile application<br /><b>Sponsors</b>:    Dr. Basel Samman;   Primary Health Care Corporation, Qatar<br /><b>Not yet recruiting</b>"
Triage Survey for Neurology Research Eligibility,http://classic.clinicaltrials.gov/ct2/show/NCT06104852?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Alzheimer Disease<br /><b>Interventions</b>:    Other: Survey;   Other: Optional Medication Washout<br /><b>Sponsor</b>:    Adams Clinical<br /><b>Recruiting</b>
Safety and Efficacy of Oral NXC-736 in Adult Participants With Severe Alopecia Areata,http://classic.clinicaltrials.gov/ct2/show/NCT06104839?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Alopecia Areata<br /><b>Interventions</b>:    Drug: NXC736;   Drug: Placebo<br /><b>Sponsor</b>:    NEXTGEN Bioscience<br /><b>Not yet recruiting</b>
Health-Related Quality of Life Outcomes and Bleeding Rates Among Patients With Severe Hemophilia A on Emicizumab,http://classic.clinicaltrials.gov/ct2/show/NCT06104826?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Hemophilia A<br /><b>Intervention</b>:    Drug: Emicizumab<br /><b>Sponsors</b>:    Newark Beth Israel Medical Center;   Genentech, Inc.<br /><b>Not yet recruiting</b>"
Evaluation of Deaf Men's Knowledge About Sexual Health,http://classic.clinicaltrials.gov/ct2/show/NCT06104813?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Deafness;   Sexual Satisfaction;   Sexually Transmitted Diseases;   Sexual Violence;   Educational Problems<br /><b>Intervention</b>:    Other: Interviews<br /><b>Sponsor</b>:    Central Hospital, Nancy, France<br /><b>Completed</b>"
Effect of Weight Loss on Hepcidin Levels and Iron Status in Subjects With Obesity.,http://classic.clinicaltrials.gov/ct2/show/NCT06104800?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Obesity;   Iron Deficiency Anemia<br /><b>Interventions</b>:    Other: Calorie-restricted diet with red meat;   Other: Calorie-restricted diet without red meat<br /><b>Sponsor</b>:    Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran<br /><b>Not yet recruiting</b>
Amniotic Membrane Therapy for Interstitial Cystitis/Painful Bladder Syndrome,http://classic.clinicaltrials.gov/ct2/show/NCT06104787?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Interstitial Cystitis;   Painful Bladder Syndrome (PBS)<br /><b>Interventions</b>:    Drug: Clarix Flo;   Drug: Placebo<br /><b>Sponsor</b>:    Case Western Reserve University<br /><b>Not yet recruiting</b>
The Effects of a Family-Centered Tai Chi Exercise on Lung Function and Mental Health of Patients After Thoracoscopic Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06104774?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Thoracic Neoplasms<br /><b>Intervention</b>:    Behavioral: Tai Chi Exercise<br /><b>Sponsor</b>:    China Medical University Hospital<br /><b>Not yet recruiting</b>
The Effect of Instrument- Assisted Soft Tissue Mobilization on Upper Crossed Syndrome,http://classic.clinicaltrials.gov/ct2/show/NCT06104761?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Upper Cross Syndrome<br /><b>Interventions</b>:    Other: Release group;   Other: strength exercises and stretching for upper crossed syndrome<br /><b>Sponsor</b>:    Cairo University<br /><b>Not yet recruiting</b>
A Cohort of Severe Placental Fetal Growth Restriction (CoSFGR),http://classic.clinicaltrials.gov/ct2/show/NCT06104748?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Fetal Growth Restriction<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Shanghai First Maternity and Infant Hospital<br /><b>Recruiting</b>
Finding the Best Combination of Brain and Spinal Cord Stimulation With Hand Training After Spinal Cord Injury,http://classic.clinicaltrials.gov/ct2/show/NCT06104735?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Spinal Cord Injuries<br /><b>Interventions</b>:    Procedure: Synaptic Pairing Interval;   Procedure: Frequency;   Procedure: Bouts;   Procedure: Spacing;   Procedure: Exercise;   Procedure: SCAP plus Exercise<br /><b>Sponsors</b>:    Bronx VA Medical Center;   Bronx Veterans Medical Research Foundation, Inc;   New York State Department of Health<br /><b>Not yet recruiting</b>"
Comparison of the Effect of Copenhagen Adduction Exercises Performed at Different Load-intensity,http://classic.clinicaltrials.gov/ct2/show/NCT06104722?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Groin Injury<br /><b>Interventions</b>:    Other: High-intensity Copenhagen adduction exercise;   Other: Low-intensity Copenhagen adduction exercise<br /><b>Sponsor</b>:    Hacettepe University<br /><b>Not yet recruiting</b>
Local and Peripheral Immune Responsive Landscape Induced by Local Cryoablation in Patients With Lung Adenocarcinoma,http://classic.clinicaltrials.gov/ct2/show/NCT06104709?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Lung Adenocarcinoma;   Local Cryoablation<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    China-Japan Friendship Hospital<br /><b>Not yet recruiting</b>
Comprehensive Geriatric Assessment in Kidney Transplantation,http://classic.clinicaltrials.gov/ct2/show/NCT06104696?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Kidney Transplant; Complications;   Frailty Syndrome;   Depressive Syndrome<br /><b>Intervention</b>:    Procedure: Functional geriatric assessment<br /><b>Sponsor</b>:    Institute for Clinical and Experimental Medicine<br /><b>Recruiting</b>
A Study of Pirtobrutinib (LY3527727 [LOXO-305]) Versus Placebo in Participants With Relapsing Multiple Sclerosis,http://classic.clinicaltrials.gov/ct2/show/NCT06104683?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Relapsing Multiple Sclerosis;   Multiple Sclerosis<br /><b>Interventions</b>:    Drug: Placebo;   Drug: Pirtobrutinib<br /><b>Sponsors</b>:    Loxo Oncology, Inc.;   Eli Lilly and Company<br /><b>Not yet recruiting</b>"
The Effect of Synaquell™ in Contact Sport Athletes,http://classic.clinicaltrials.gov/ct2/show/NCT06104670?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Healthy<br /><b>Interventions</b>:    Dietary Supplement: Synaquell(TM);   Dietary Supplement: Placebo<br /><b>Sponsors</b>:    Mayo Clinic;   Sanford Health<br /><b>Not yet recruiting</b>
Qualitative Techniques to Define Meaningful Within-Patient Change in Symptoms of Advanced Cancer Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06104657?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Hematopoietic and Lymphoid System Neoplasm;   Malignant Solid Neoplasm<br /><b>Intervention</b>:    Other: Non-Interventional Study<br /><b>Sponsor</b>:    Mayo Clinic<br /><b>Recruiting</b>
A Study to Evaluate Deucravacitinib in Participants With Moderate-to-Severe Plaque Psoriasis in Germany (DELPHIN),http://classic.clinicaltrials.gov/ct2/show/NCT06104644?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Plaque Psoriasis<br /><b>Intervention</b>:    Drug: Deucravacitinib<br /><b>Sponsor</b>:    Bristol-Myers Squibb<br /><b>Recruiting</b>
A Prospective Trial in Patients With Crohn's Disease in Remission and Having Irritable Bowel Syndrome-like Symptoms,http://classic.clinicaltrials.gov/ct2/show/NCT06104631?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Irritable Bowel Syndrome-like Symptoms;   Crohn Disease Remission<br /><b>Interventions</b>:    Other: BK003;   Other: Placebo<br /><b>Sponsor</b>:    Biokuris s.a.<br /><b>Not yet recruiting</b>
Enfortumab Vedotin for the Treatment of Patients With Metastatic or Unresectable Squamous Cell Carcinoma of the Penis,http://classic.clinicaltrials.gov/ct2/show/NCT06104618?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Metastatic Penile Squamous Cell Carcinoma;   Stage III Penile Cancer AJCC v8;   Stage IV Penile Cancer AJCC v8;   Unresectable Penile Squamous Cell Carcinoma<br /><b>Intervention</b>:    Drug: Enfortumab Vedotin<br /><b>Sponsor</b>:    Mayo Clinic<br /><b>Not yet recruiting</b>
Improving Access to Chiropractic Care in Community Health Centers,http://classic.clinicaltrials.gov/ct2/show/NCT06104605?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Lower Back Pain<br /><b>Interventions</b>:    Other: Institutional interventions;   Other: PCPs interventions;   Other: Patient interventions<br /><b>Sponsors</b>:    Boston Medical Center;   National Center for Complementary and Integrative Health (NCCIH)<br /><b>Not yet recruiting</b>
Single-Arm Comprehensive Ablative Bridging Irradiation I Prior to CD19 CAR-T In High-Risk R/R LBCL,http://classic.clinicaltrials.gov/ct2/show/NCT06104592?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Large B-cell Lymphoma;   Relapsed Non-Hodgkin Lymphoma<br /><b>Interventions</b>:    Radiation: Comprehensive Ablative Bridging Irradiation (CABI);   Biological: Chimeric Antigen Receptor T-Cell Therapy<br /><b>Sponsors</b>:    H. Lee Moffitt Cancer Center and Research Institute;   Kite, A Gilead Company<br /><b>Recruiting</b>"
Concordance Between Monitoring Systems for Organ/Space Surgical Site Infections in Rectal Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06104579?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Rectal Cancer;   Organ-Space Surgical Site Infection<br /><b>Intervention</b>:    Other: Person-level linkage of both databases looking for concordance in the diagnosis of organ-space surgical site infection<br /><b>Sponsor</b>:    Hospital de Granollers<br /><b>Completed</b>
Global Trial in APG2575 for Patients With CLL/SLL,http://classic.clinicaltrials.gov/ct2/show/NCT06104566?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    CLL/SLL<br /><b>Interventions</b>:    Drug: lisaftoclax +BTK inhibitor;   Drug: BTK inhibitor<br /><b>Sponsor</b>:    Ascentage Pharma Group Inc.<br /><b>Not yet recruiting</b>
A Trial of SHR-A1912 Combined With Other Therapies in B-cell Non-Hodgkin 's Lymphoma,http://classic.clinicaltrials.gov/ct2/show/NCT06104553?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Condition</b>:    B-cell Non-Hodgkin's Lymphoma<br /><b>Intervention</b>:    Drug: SHR-A1912; R-Chemo<br /><b>Sponsor</b>:    Shanghai Hengrui Pharmaceutical Co., Ltd.<br /><b>Not yet recruiting</b>"
Comparison of the Effects of Liquid Vaseline and Olive Oil on Itching and Scarring in Scald Burns,http://classic.clinicaltrials.gov/ct2/show/NCT06104540?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Scald Burn;   Itching;   Hypertrophic Scarring<br /><b>Intervention</b>:    Other: extra virgin olive oil groups and liquid vaseline groups and control groups<br /><b>Sponsor</b>:    Ankara Yildirim Beyazıt University<br /><b>Not yet recruiting</b>
Indicator Amino Acid Oxidation in ICU Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06104527?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Critical Illness;   Muscle Wasting<br /><b>Interventions</b>:    Combination Product: Standard protein enteral nutrition with enteral tracer;   Combination Product: High protein enteral nutrition with enteral tracer<br /><b>Sponsors</b>:    Maastricht University;   Maastricht University Medical Center<br /><b>Not yet recruiting</b>
Safety and Efficacy of SofWave Treatment to Lift the Upper Lip and Improve the Peri-Oral Rhytids,http://classic.clinicaltrials.gov/ct2/show/NCT06104514?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Rhytides;   Wrinkle<br /><b>Intervention</b>:    Device: Sofwave<br /><b>Sponsor</b>:    Sofwave Medical LTD<br /><b>Enrolling by invitation</b>
Validation of the Blood Pressure Monitoring Function,http://classic.clinicaltrials.gov/ct2/show/NCT06104501?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Blood Pressure<br /><b>Intervention</b>:    Device: RadiHeart<br /><b>Sponsors</b>:    RadiRad Co., Ltd.;   Hualien Tzu Chi General Hospital<br /><b>Not yet recruiting</b>"
A Study of Avutometinib for People With Solid Tumor Cancers,http://classic.clinicaltrials.gov/ct2/show/NCT06104488?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Refractory Cancer;   CNS Tumors;   CNS Tumor, Adult;   CNS Tumor, Childhood;   MAP Kinase Family Gene Mutation;   NF1;   Plexiform Neurofibroma;   Low-grade Glioma;   Optic Pathway Gliomas;   Neuroblastoma;   Primary Brain Tumor;   Solid Tumor;   Solid Tumor, Adult;   Solid Carcinoma;   Central Nervous System Tumor<br /><b>Intervention</b>:    Drug: Avutometinib<br /><b>Sponsor</b>:    Memorial Sloan Kettering Cancer Center<br /><b>Recruiting</b>"
Diagnostic Performance of Chest Computed Tomography Scan in Patients Aged 65 and Over Presenting to Emergency Room With Acute Dyspnea,http://classic.clinicaltrials.gov/ct2/show/NCT06104475?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Dyspnea<br /><b>Intervention</b>:    Other: CT scan<br /><b>Sponsor</b>:    Assistance Publique - Hôpitaux de Paris<br /><b>Not yet recruiting</b>
Exploring the Cortical Hemodynamic Variability of Prefrontal iTBS: a Concurrent TBS/fNIRS Study,http://classic.clinicaltrials.gov/ct2/show/NCT06104462?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Healthy<br /><b>Intervention</b>:    Device: Intermittent theta burst stimulation (iTBS)<br /><b>Sponsor</b>:    The Hong Kong Polytechnic University<br /><b>Not yet recruiting</b>
A Study of MK-5684 in Japanese Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-5684-005),http://classic.clinicaltrials.gov/ct2/show/NCT06104449?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Prostatic Neoplasms;   Metastatic Castration-Resistant Prostate Cancer<br /><b>Interventions</b>:    Drug: MK-5684;   Drug: Dexamethasone;   Drug: Fludrocortisone acetate;   Drug: Hydrocortisone<br /><b>Sponsor</b>:    Merck Sharp & Dohme LLC<br /><b>Not yet recruiting</b>
Individualized Music Playlist Based on ISO Principle for De-escalation of Agitation in Dementia,http://classic.clinicaltrials.gov/ct2/show/NCT06104436?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Dementia<br /><b>Interventions</b>:    Behavioral: Individualized music playlist;   Behavioral: Preferred music;   Behavioral: Usual care<br /><b>Sponsor</b>:    The Hong Kong Polytechnic University<br /><b>Not yet recruiting</b>
"Open-label, Multicenter, multinAtionaL, inteRventional Clinical Trial to Assess Efficacy and Safety of the exteMporaneous combInation of Nebivolol and Ramipril in hypertenSIve pAtients",http://classic.clinicaltrials.gov/ct2/show/NCT06104423?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Hypertension<br /><b>Interventions</b>:    Drug: Nebivolol 5 mg;   Drug: Ramipril 2.5/5/10 mg<br /><b>Sponsor</b>:    Menarini International Operations Luxembourg SA<br /><b>Recruiting</b>
Optimization of Fractionation Schedules of Heel Spur Radiotherapy Prospective Randomized Open-label Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06104410?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Heel Spur<br /><b>Interventions</b>:    Radiation: Standard fractioned dose;   Radiation: Experimental single dose<br /><b>Sponsor</b>:    Masaryk Memorial Cancer Institute<br /><b>Recruiting</b>
Exercise Strategies in Parkinson's Disease,http://classic.clinicaltrials.gov/ct2/show/NCT06104397?sfpd_d=14&sel_rss=new14,"Fri, 27 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Parkinson Disease<br /><b>Interventions</b>:    Other: Written exercise guidance by neurologist;   Other: Physical therapy<br /><b>Sponsors</b>:    Shirley Ryan AbilityLab;   University of Chicago;   Northwestern Lake Forest Hospital;   Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)<br /><b>Not yet recruiting</b>
